lon lat cmedv crim zn indus chas nox rm age dis rad tax ptratio b lstat
-71.1050 42.2235 28.7  0.07013   0.0 13.89 0 0.5500 6.642  85.1  3.4211  5 276 16.4 392.78  9.69
-71.0933 42.2220 21.5  0.11069   0.0 13.89 1 0.5500 5.951  93.8  2.8893  5 276 16.4 396.90 17.92
-71.1060 42.2185 23.0  0.11425   0.0 13.89 1 0.5500 6.373  92.4  3.3633  5 276 16.4 393.74 10.50
-71.1100 42.2137 26.7  0.35809   0.0  6.20 1 0.5070 6.951  88.5  2.8617  8 307 17.4 391.70  9.71
-71.1210 42.2166 21.7  0.40771   0.0  6.20 1 0.5070 6.164  91.3  3.0480  8 307 17.4 395.24 21.46
-71.1250 42.2134 27.5  0.62356   0.0  6.20 1 0.5070 6.879  77.7  3.2721  8 307 17.4 390.39  9.93
-71.1208 42.2183 30.1  0.61470   0.0  6.20 0 0.5070 6.618  80.8  3.2721  8 307 17.4 396.90  7.60
-71.1100 42.2060 44.8  0.31533   0.0  6.20 0 0.5040 8.266  78.3  2.8944  8 307 17.4 385.05  4.14
-71.1012 42.1975 50.0  0.52693   0.0  6.20 0 0.5040 8.725  83.0  2.8944  8 307 17.4 382.00  4.63
-71.1215 42.2025 37.6  0.38214   0.0  6.20 0 0.5040 8.040  86.5  3.2157  8 307 17.4 387.38  3.13
-71.1160 42.1947 31.6  0.41238   0.0  6.20 0 0.5040 7.163  79.9  3.2157  8 307 17.4 372.08  6.36
-71.1100 42.1850 46.7  0.29819   0.0  6.20 0 0.5040 7.686  17.0  3.3751  8 307 17.4 377.51  3.92
-71.1190 42.1807 31.5  0.44178   0.0  6.20 0 0.5040 6.552  21.4  3.3751  8 307 17.4 380.34  3.76
-71.1300 42.1880 24.3  0.53700   0.0  6.20 0 0.5040 5.981  68.1  3.6715  8 307 17.4 378.35 11.65
-71.1285 42.1930 31.7  0.46296   0.0  6.20 0 0.5040 7.412  76.9  3.6715  8 307 17.4 376.14  5.25
-71.1400 42.1946 41.7  0.57529   0.0  6.20 0 0.5070 8.337  73.3  3.8384  8 307 17.4 385.91  2.47
-71.1340 42.2040 48.3  0.33147   0.0  6.20 0 0.5070 8.247  70.4  3.6519  8 307 17.4 378.95  3.95
-71.1320 42.2142 29.0  0.44791   0.0  6.20 1 0.5070 6.726  66.5  3.6519  8 307 17.4 360.20  8.05
-71.1380 42.2141 24.0  0.33045   0.0  6.20 0 0.5070 6.086  61.5  3.6519  8 307 17.4 376.75 10.88
-71.1485 42.2110 25.1  0.52058   0.0  6.20 1 0.5070 6.631  76.5  4.1480  8 307 17.4 388.45  9.54
-71.1491 42.2030 31.5  0.51183   0.0  6.20 0 0.5070 7.358  71.6  4.1480  8 307 17.4 390.07  4.73
-71.2055 42.1875 23.7  0.08244  30.0  4.93 0 0.4280 6.481  18.5  6.1899  6 300 16.6 379.41  6.36
-71.2035 42.1870 23.3  0.09252  30.0  4.93 0 0.4280 6.606  42.2  6.1899  6 300 16.6 383.78  7.37
-71.1966 42.1640 27.0  0.11329  30.0  4.93 0 0.4280 6.897  54.3  6.3361  6 300 16.6 391.25 11.38
-71.2138 42.1645 20.1  0.10612  30.0  4.93 0 0.4280 6.095  65.1  6.3361  6 300 16.6 394.62 12.40
-71.2200 42.1782 22.2  0.10290  30.0  4.93 0 0.4280 6.358  52.9  7.0355  6 300 16.6 372.75 11.22
-71.2320 42.1725 23.7  0.12757  30.0  4.93 0 0.4280 6.393   7.8  7.0355  6 300 16.6 374.71  5.19
-71.2435 42.1630 17.6  0.20608  22.0  5.86 0 0.4310 5.593  76.5  7.9549  7 330 19.1 372.49 12.50
-71.2575 42.1618 18.5  0.19133  22.0  5.86 0 0.4310 5.605  70.2  7.9549  7 330 19.1 389.13 18.46
-71.2620 42.1690 24.3  0.33983  22.0  5.86 0 0.4310 6.108  34.9  8.0555  7 330 19.1 390.18  9.16
-71.2470 42.1703 20.5  0.19657  22.0  5.86 0 0.4310 6.226  79.2  8.0555  7 330 19.1 376.14 10.15
-71.2550 42.1767 24.5  0.16439  22.0  5.86 0 0.4310 6.433  49.1  7.8265  7 330 19.1 374.71  9.52
-71.2475 42.1825 26.2  0.19073  22.0  5.86 0 0.4310 6.718  17.5  7.8265  7 330 19.1 393.74  6.56
-71.2380 42.1910 24.4  0.14030  22.0  5.86 0 0.4310 6.487  13.0  7.3967  7 330 19.1 396.28  5.90
-71.2435 42.1982 24.8  0.21409  22.0  5.86 0 0.4310 6.438   8.9  7.3967  7 330 19.1 377.07  3.59
-71.2685 42.1935 29.6  0.08221  22.0  5.86 0 0.4310 6.957   6.8  8.9067  7 330 19.1 386.09  3.53
-71.2807 42.1727 42.8  0.36894  22.0  5.86 0 0.4310 8.259   8.4  8.9067  7 330 19.1 396.90  3.54
-71.2895 42.1575 21.9  0.04819  80.0  3.64 0 0.3920 6.108  32.0  9.2203  1 315 16.4 392.89  6.57
-71.2690 42.1482 20.9  0.03548  80.0  3.64 0 0.3920 5.876  19.1  9.2203  1 315 16.4 395.18  9.25
-71.2230 42.1450 44.0  0.01538  90.0  3.75 0 0.3940 7.454  34.2  6.3361  3 244 15.9 386.34  3.11
-71.0679 42.2073 50.0  0.61154  20.0  3.97 0 0.6470 8.704  86.9  1.8010  5 264 13.0 389.70  5.12
-71.0727 42.2077 36.0  0.66351  20.0  3.97 0 0.6470 7.333 100.0  1.8946  5 264 13.0 383.29  7.79
-71.0765 42.2075 30.1  0.65665  20.0  3.97 0 0.6470 6.842 100.0  2.0107  5 264 13.0 391.93  6.90
-71.0800 42.2040 33.8  0.54011  20.0  3.97 0 0.6470 7.203  81.8  2.1121  5 264 13.0 392.80  9.59
-71.0790 42.2020 43.1  0.53412  20.0  3.97 0 0.6470 7.520  89.4  2.1398  5 264 13.0 388.37  7.26
-71.0835 42.2000 48.8  0.52014  20.0  3.97 0 0.6470 8.398  91.5  2.2885  5 264 13.0 386.86  5.91
-71.0750 42.1980 31.0  0.82526  20.0  3.97 0 0.6470 7.327  94.5  2.0788  5 264 13.0 393.42 11.25
-71.0710 42.2030 36.5  0.55007  20.0  3.97 0 0.6470 7.206  91.6  1.9301  5 264 13.0 387.89  8.10
-71.0700 42.2000 22.8  0.76162  20.0  3.97 0 0.6470 5.560  62.8  1.9865  5 264 13.0 392.40 10.45
-71.0725 42.1965 30.7  0.78570  20.0  3.97 0 0.6470 7.014  84.6  2.1329  5 264 13.0 384.07 14.79
-71.0850 42.1925 50.0  0.57834  20.0  3.97 0 0.5750 8.297  67.0  2.4216  5 264 13.0 384.54  7.44
-71.0925 42.2075 43.5  0.54050  20.0  3.97 0 0.5750 7.470  52.6  2.8720  5 264 13.0 390.30  3.16
-71.0980 42.1540 20.7  0.09065  20.0  6.96 1 0.4640 5.920  61.5  3.9175  3 223 18.6 391.34 13.65
-71.0870 42.1410 21.1  0.29916  20.0  6.96 0 0.4640 5.856  42.1  4.4290  3 223 18.6 388.65 13.00
-71.0940 42.1355 25.2  0.16211  20.0  6.96 0 0.4640 6.240  16.3  4.4290  3 223 18.6 396.90  6.59
-71.0982 42.1445 24.4  0.11460  20.0  6.96 0 0.4640 6.538  58.7  3.9175  3 223 18.6 394.96  7.73
-71.1170 42.1510 35.2  0.22188  20.0  6.96 1 0.4640 7.691  51.8  4.3665  3 223 18.6 390.77  6.58
-71.1305 42.1675 32.4  0.05644  40.0  6.41 1 0.4470 6.758  32.9  4.0776  4 254 17.6 396.90  3.53
-71.1380 42.1733 32.0  0.09604  40.0  6.41 0 0.4470 6.854  42.8  4.2673  4 254 17.6 396.90  2.98
-71.1405 42.1632 33.2  0.10469  40.0  6.41 1 0.4470 7.267  49.0  4.7872  4 254 17.6 389.25  6.05
-71.1495 42.1730 33.1  0.06127  40.0  6.41 1 0.4470 6.826  27.6  4.8628  4 254 17.6 393.45  4.16
-71.1395 42.1813 29.1  0.07978  40.0  6.41 0 0.4470 6.482  32.1  4.1403  4 254 17.6 396.90  7.19
-71.1480 42.1880 35.1  0.21038  20.0  3.33 0 0.4429 6.812  32.2  4.1007  5 216 14.9 396.90  4.85
-71.1660 42.1870 45.4  0.03578  20.0  3.33 0 0.4429 7.820  64.5  4.6947  5 216 14.9 387.31  3.76
-71.1850 42.1848 35.4  0.03705  20.0  3.33 0 0.4429 6.968  37.2  5.2447  5 216 14.9 392.23  4.59
-71.1775 42.1735 46.0  0.06129  20.0  3.33 1 0.4429 7.645  49.7  5.2119  5 216 14.9 377.07  3.01
-71.1730 42.1475 50.0  0.01501  90.0  1.21 1 0.4010 7.923  24.8  5.8850  1 198 13.6 395.52  3.16
-71.1800 42.1105 32.2  0.00906  90.0  2.97 0 0.4000 7.088  20.8  7.3073  1 285 15.3 394.72  7.85
-71.2135 42.1000 22.0  0.01096  55.0  2.25 0 0.3890 6.453  31.9  7.3073  1 300 15.3 394.72  8.23
-71.1950 42.0675 20.1  0.01965  80.0  1.76 0 0.3850 6.230  31.5  9.0892  1 241 18.2 341.60 12.93
-71.1480 42.0775 23.2  0.03871  52.5  5.32 0 0.4050 6.209  31.3  7.3172  6 293 16.6 396.90  7.14
-71.1325 42.0940 22.3  0.04590  52.5  5.32 0 0.4050 6.315  45.6  7.3172  6 293 16.6 396.90  7.60
-71.1550 42.0980 24.8  0.04297  52.5  5.32 0 0.4050 6.565  22.9  7.3172  6 293 16.6 371.72  9.51
-71.1385 42.1235 28.5  0.03502  80.0  4.95 0 0.4110 6.861  27.9  5.1167  4 245 19.2 396.90  3.33
-71.1330 42.1408 37.3  0.07886  80.0  4.95 0 0.4110 7.148  27.7  5.1167  4 245 19.2 396.90  3.56
-71.1070 42.1307 27.9  0.03615  80.0  4.95 0 0.4110 6.630  23.4  5.1167  4 245 19.2 396.90  4.70
-71.1090 42.1100 23.9  0.08265   0.0 13.92 0 0.4370 6.127  18.4  5.5027  4 289 16.0 396.90  8.58
-71.1180 42.1217 21.7  0.08199   0.0 13.92 0 0.4370 6.009  42.3  5.5027  4 289 16.0 396.90 10.40
-71.1309 42.1166 28.6  0.12932   0.0 13.92 0 0.4370 6.678  31.1  5.9604  4 289 16.0 396.90  6.27
-71.1280 42.1108 27.1  0.05372   0.0 13.92 0 0.4370 6.549  51.0  5.9604  4 289 16.0 392.85  7.39
-71.1210 42.1025 20.3  0.14103   0.0 13.92 0 0.4370 5.790  58.0  6.3200  4 289 16.0 396.90 15.84
-71.1200 42.0725 22.5  0.06466  70.0  2.24 0 0.4000 6.345  20.1  7.8278  5 358 14.8 368.24  4.97
-71.1000 42.0590 29.0  0.05561  70.0  2.24 0 0.4000 7.041  10.0  7.8278  5 358 14.8 371.58  4.74
-71.1035 42.0735 24.8  0.04417  70.0  2.24 0 0.4000 6.871  47.4  7.8278  5 358 14.8 390.86  6.07
-71.0875 42.0950 22.0  0.03537  34.0  6.09 0 0.4330 6.590  40.4  5.4917  7 329 16.1 395.75  9.50
-71.0625 42.1020 26.4  0.09266  34.0  6.09 0 0.4330 6.495  18.4  5.4917  7 329 16.1 383.61  8.67
-71.0865 42.1200 33.1  0.10000  34.0  6.09 0 0.4330 6.982  17.7  5.4917  7 329 16.1 390.43  4.86
-71.0465 42.1450 36.1  0.05515  33.0  2.18 0 0.4720 7.236  41.1  4.0220  7 222 18.4 393.68  6.93
-71.0570 42.1525 28.4  0.05479  33.0  2.18 0 0.4720 6.616  58.1  3.3700  7 222 18.4 393.36  8.93
-71.0450 42.1590 33.4  0.07503  33.0  2.18 0 0.4720 7.420  71.9  3.0992  7 222 18.4 396.90  6.47
-71.0280 42.1565 28.2  0.04932  33.0  2.18 0 0.4720 6.849  70.3  3.1827  7 222 18.4 396.90  7.53
-71.0138 42.1555 22.8  0.49298   0.0  9.90 0 0.5440 6.635  82.5  3.3175  4 304 18.4 396.90  4.54
-71.0201 42.1600 20.3  0.34940   0.0  9.90 0 0.5440 5.972  76.7  3.1025  4 304 18.4 396.24  9.97
-71.0160 42.1760 16.1  2.63548   0.0  9.90 0 0.5440 4.973  37.8  2.5194  4 304 18.4 350.45 12.64
-71.0075 42.1780 22.1  0.79041   0.0  9.90 0 0.5440 6.122  52.8  2.6403  4 304 18.4 396.90  5.98
-71.0150 42.1670 19.4  0.26169   0.0  9.90 0 0.5440 6.023  90.4  2.8340  4 304 18.4 396.30 11.72
-71.0075 42.1613 21.6  0.26938   0.0  9.90 0 0.5440 6.266  82.8  3.2628  4 304 18.4 393.39  7.90
-71.0000 42.1530 23.8  0.36920   0.0  9.90 0 0.5440 6.567  87.3  3.6023  4 304 18.4 395.69  9.28
-70.9795 42.1580 16.2  0.25356   0.0  9.90 0 0.5440 5.705  77.7  3.9450  4 304 18.4 396.42 11.50
-70.9880 42.1485 17.8  0.31827   0.0  9.90 0 0.5440 5.914  83.2  3.9986  4 304 18.4 390.70 18.33
-71.0040 42.1425 19.8  0.24522   0.0  9.90 0 0.5440 5.782  71.7  4.0317  4 304 18.4 396.90 15.94
-71.0100 42.1500 23.1  0.40202   0.0  9.90 0 0.5440 6.382  67.2  3.5325  4 304 18.4 395.21 10.36
-71.0200 42.1510 21.0  0.47547   0.0  9.90 0 0.5440 6.113  58.8  4.0019  4 304 18.4 396.23 12.73
-71.0085 42.1290 23.8  0.16760   0.0  7.38 0 0.4930 6.426  52.3  4.5404  5 287 19.6 396.90  7.20
-70.9975 42.1340 23.1  0.18159   0.0  7.38 0 0.4930 6.376  54.3  4.5404  5 287 19.6 396.90  6.87
-70.9900 42.1367 20.4  0.35114   0.0  7.38 0 0.4930 6.041  49.9  4.7211  5 287 19.6 396.90  7.70
-70.9834 42.1375 18.5  0.28392   0.0  7.38 0 0.4930 5.708  74.3  4.7211  5 287 19.6 391.13 11.74
-70.9895 42.1265 25.0  0.34109   0.0  7.38 0 0.4930 6.415  40.1  4.7211  5 287 19.6 396.90  6.12
-71.0000 42.1066 24.6  0.19186   0.0  7.38 0 0.4930 6.431  14.7  5.4159  5 287 19.6 393.68  5.08
-70.9995 42.1175 23.0  0.30347   0.0  7.38 0 0.4930 6.312  28.9  5.4159  5 287 19.6 396.90  6.15
-71.0100 42.1215 22.2  0.24103   0.0  7.38 0 0.4930 6.083  43.7  5.4159  5 287 19.6 396.90 12.79
-71.0275 42.1130 19.3  0.06617   0.0  3.24 0 0.4600 5.868  25.8  5.2146  4 430 16.9 382.44  9.97
-71.0415 42.1150 22.6  0.06724   0.0  3.24 0 0.4600 6.333  17.2  5.2146  4 430 16.9 375.21  7.34
-71.0250 42.0980 19.8  0.04544   0.0  3.24 0 0.4600 6.144  32.2  5.8736  4 430 16.9 368.57  9.09
-71.0115 42.0865 17.1  0.05023  35.0  6.06 0 0.4379 5.706  28.4  6.6407  1 304 16.9 394.02 12.43
-70.9960 42.0895 19.4  0.03466  35.0  6.06 0 0.4379 6.031  23.3  6.6407  1 304 16.9 362.25  7.83
-70.9795 42.0995 22.2  0.05083   0.0  5.19 0 0.5150 6.316  38.1  6.4584  5 224 20.2 389.71  5.68
-70.9650 42.1010 20.7  0.03738   0.0  5.19 0 0.5150 6.310  38.5  6.4584  5 224 20.2 389.40  6.75
-70.9700 42.1150 21.1  0.03961   0.0  5.19 0 0.5150 6.037  34.5  5.9853  5 224 20.2 396.90  8.01
-70.9760 42.1280 19.5  0.03427   0.0  5.19 0 0.5150 5.869  46.3  5.2311  5 224 20.2 396.90  9.80
-70.9602 42.1270 18.5  0.03041   0.0  5.19 0 0.5150 5.895  59.6  5.6150  5 224 20.2 394.81 10.56
-70.9633 42.1374 20.6  0.03306   0.0  5.19 0 0.5150 6.059  37.3  4.8122  5 224 20.2 396.14  8.51
-70.9675 42.1440 19.0  0.05497   0.0  5.19 0 0.5150 5.985  45.4  4.8122  5 224 20.2 396.90  9.74
-70.9650 42.1503 18.7  0.06151   0.0  5.19 0 0.5150 5.968  58.5  4.8122  5 224 20.2 396.90  9.29
-70.8875 42.1465 32.7  0.01301  35.0  1.52 0 0.4420 7.241  49.3  7.0379  1 284 15.5 394.74  5.49
-70.9150 42.1600 16.5  0.02498   0.0  1.89 0 0.5180 6.540  59.7  6.2669  1 422 15.9 389.96  8.65
-70.9370 42.1475 23.9  0.02543  55.0  3.78 0 0.4840 6.696  56.4  5.7321  5 370 17.6 396.90  7.18
-70.9325 42.1230 31.2  0.03049  55.0  3.78 0 0.4840 6.874  28.1  6.4654  5 370 17.6 387.97  4.61
-70.9470 42.0725 17.5  0.03113   0.0  4.39 0 0.4420 6.014  48.5  8.0136  3 352 18.8 385.64 10.53
-70.9501 42.0825 17.2  0.06162   0.0  4.39 0 0.4420 5.898  52.3  8.0136  3 352 18.8 364.61 12.67
-70.9275 42.0795 23.1  0.01870  85.0  4.15 0 0.4290 6.516  27.7  8.5353  4 351 17.9 392.43  6.36
-70.9200 42.1016 24.5  0.01501  80.0  2.01 0 0.4350 6.635  29.7  8.3440  4 280 17.0 390.94  5.99
-70.8550 42.1300 26.6  0.02899  40.0  1.25 0 0.4290 6.939  34.5  8.7921  1 335 19.7 389.85  5.89
-70.8330 42.1150 22.9  0.06211  40.0  1.25 0 0.4290 6.490  44.4  8.7921  1 335 19.7 396.90  5.98
-70.8300 42.0775 24.1  0.07950  60.0  1.69 0 0.4110 6.579  35.9 10.7103  4 411 18.3 370.78  5.49
-70.8100 42.0590 18.6  0.07244  60.0  1.69 0 0.4110 5.884  18.5 10.7103  4 411 18.3 392.33  7.79
-70.8300 42.0485 30.1  0.01709  90.0  2.02 0 0.4100 6.728  36.1 12.1265  5 187 17.0 384.46  4.50
-70.8530 42.0520 18.2  0.04301  80.0  1.91 0 0.4130 5.663  21.9 10.5857  4 334 22.0 382.80  8.05
-70.8525 42.0300 20.6  0.10659  80.0  1.91 0 0.4130 5.936  19.5 10.5857  4 334 22.0 376.04  5.57
-71.0830 42.2172 17.8  8.98296   0.0 18.10 1 0.7700 6.212  97.4  2.1222 24 666 20.2 377.73 17.60
-71.0950 42.2120 21.7  3.84970   0.0 18.10 1 0.7700 6.395  91.0  2.5052 24 666 20.2 391.34 13.27
-71.1007 42.2100 22.7  5.20177   0.0 18.10 1 0.7700 6.127  83.4  2.7227 24 666 20.2 395.43 11.48
-71.0930 42.2070 22.6  4.26131   0.0 18.10 0 0.7700 6.112  81.3  2.5091 24 666 20.2 390.74 12.67
-71.0905 42.2033 25.0  4.54192   0.0 18.10 0 0.7700 6.398  88.0  2.5182 24 666 20.2 374.56  7.79
-71.0865 42.2100 19.9  3.83684   0.0 18.10 0 0.7700 6.251  91.1  2.2955 24 666 20.2 350.65 14.19
-71.0810 42.2080 20.8  3.67822   0.0 18.10 0 0.7700 5.362  96.2  2.1036 24 666 20.2 380.79 10.19
-71.0865 42.2150 16.8  4.22239   0.0 18.10 1 0.7700 5.803  89.0  1.9047 24 666 20.2 353.04 14.64
-71.0590 42.2098 21.9  3.47428   0.0 18.10 1 0.7180 8.780  82.9  1.9047 24 666 20.2 354.55  5.29
-71.0595 42.2075 27.5  4.55587   0.0 18.10 0 0.7180 3.561  87.9  1.6132 24 666 20.2 354.70  7.12
-71.0540 42.2052 21.9  3.69695   0.0 18.10 0 0.7180 4.963  91.4  1.7523 24 666 20.2 316.03 14.00
-71.0508 42.2070 23.1 13.52220   0.0 18.10 0 0.6310 3.863 100.0  1.5106 24 666 20.2 131.42 13.33
-71.0480 42.2105 50.0  4.89822   0.0 18.10 0 0.6310 4.970 100.0  1.3325 24 666 20.2 375.52  3.26
-71.0497 42.2125 50.0  5.66998   0.0 18.10 1 0.6310 6.683  96.8  1.3567 24 666 20.2 375.33  3.73
-71.0422 42.2144 50.0  6.53876   0.0 18.10 1 0.6310 7.016  97.5  1.2024 24 666 20.2 392.05  2.96
-71.0417 42.2160 50.0  9.23230   0.0 18.10 0 0.6310 6.216 100.0  1.1691 24 666 20.2 366.15  9.53
-71.0397 42.2182 50.0  8.26725   0.0 18.10 1 0.6680 5.875  89.6  1.1296 24 666 20.2 347.88  8.88
-71.0339 42.2207 13.8 11.10810   0.0 18.10 0 0.6680 4.906 100.0  1.1742 24 666 20.2 396.90 34.77
-71.0346 42.2187 13.8 18.49820   0.0 18.10 0 0.6680 4.138 100.0  1.1370 24 666 20.2 396.90 37.97
-71.0367 42.2240 15.0 19.60910   0.0 18.10 0 0.6710 7.313  97.9  1.3163 24 666 20.2 396.90 13.44
-71.0340 42.2260 13.9 15.28800   0.0 18.10 0 0.6710 6.649  93.3  1.3449 24 666 20.2 363.02 23.24
-71.0380 42.2265 13.3  9.82349   0.0 18.10 0 0.6710 6.794  98.8  1.3580 24 666 20.2 396.90 21.24
-71.0400 42.2248 13.1 23.64820   0.0 18.10 0 0.6710 6.380  96.2  1.3861 24 666 20.2 396.90 23.69
-71.0400 42.2275 10.2 17.86670   0.0 18.10 0 0.6710 6.223 100.0  1.3861 24 666 20.2 393.74 21.78
-71.0460 42.2300 10.4 88.97620   0.0 18.10 0 0.6710 6.968  91.9  1.4165 24 666 20.2 396.90 17.21
-71.0410 42.2290 10.9 15.87440   0.0 18.10 0 0.6710 6.545  99.1  1.5192 24 666 20.2 396.90 21.08
-71.0230 42.2287 11.3  9.18702   0.0 18.10 0 0.7000 5.536 100.0  1.5804 24 666 20.2 396.90 23.60
-71.0215 42.2270 12.3  7.99248   0.0 18.10 0 0.7000 5.520 100.0  1.5331 24 666 20.2 396.90 24.56
-71.0245 42.2235  8.8 20.08490   0.0 18.10 0 0.7000 4.368  91.2  1.4395 24 666 20.2 285.83 30.63
-71.0235 42.2213  7.2 16.81180   0.0 18.10 0 0.7000 5.277  98.1  1.4261 24 666 20.2 396.90 30.81
-71.0228 42.2231 10.5 24.39380   0.0 18.10 0 0.7000 4.652 100.0  1.4672 24 666 20.2 396.90 28.28
-71.0215 42.2248  7.4 22.59710   0.0 18.10 0 0.7000 5.000  89.5  1.5184 24 666 20.2 396.90 31.99
-71.0195 42.2255 10.2 14.33370   0.0 18.10 0 0.7000 4.880 100.0  1.5895 24 666 20.2 372.92 30.62
-71.0168 42.2281 11.5  8.15174   0.0 18.10 0 0.7000 5.390  98.9  1.7281 24 666 20.2 396.90 20.85
-71.0109 42.2300 15.1  6.96215   0.0 18.10 0 0.7000 5.713  97.0  1.9265 24 666 20.2 394.43 17.11
-71.0035 42.2330 23.2  5.29305   0.0 18.10 0 0.7000 6.051  82.5  2.1678 24 666 20.2 378.38 18.76
-71.0200 42.2205  9.7 11.57790   0.0 18.10 0 0.7000 5.036  97.0  1.7700 24 666 20.2 396.90 25.68
-71.0167 42.2010 13.8  8.64476   0.0 18.10 0 0.6930 6.193  92.6  1.7912 24 666 20.2 396.90 15.17
-71.0200 42.1993 12.7 13.35980   0.0 18.10 0 0.6930 5.887  94.7  1.7821 24 666 20.2 396.90 16.35
-71.0220 42.1996 13.1  8.71675   0.0 18.10 0 0.6930 6.471  98.8  1.7257 24 666 20.2 391.98 17.12
-71.0260 42.1993 12.5  5.87205   0.0 18.10 0 0.6930 6.405  96.0  1.6768 24 666 20.2 396.90 19.37
-71.0250 42.2024  8.5  7.67202   0.0 18.10 0 0.6930 5.747  98.9  1.6334 24 666 20.2 393.10 19.92
-71.0230 42.2090  5.0 38.35180   0.0 18.10 0 0.6930 5.453 100.0  1.4896 24 666 20.2 396.90 30.59
-71.0330 42.2032  6.3  9.91655   0.0 18.10 0 0.6930 5.852  77.8  1.5004 24 666 20.2 338.16 29.97
-71.0326 42.2011  5.6 25.04610   0.0 18.10 0 0.6930 5.987 100.0  1.5888 24 666 20.2 396.90 26.77
-71.0300 42.2015  7.2 14.23620   0.0 18.10 0 0.6930 6.343 100.0  1.5741 24 666 20.2 396.90 20.32
-71.0300 42.1988 12.1  9.59571   0.0 18.10 0 0.6930 6.404 100.0  1.6390 24 666 20.2 376.11 20.31
-71.0332 42.1980  8.3 24.80170   0.0 18.10 0 0.6930 5.349  96.0  1.7028 24 666 20.2 396.90 19.77
-71.0345 42.2001  8.5 41.52920   0.0 18.10 0 0.6930 5.531  85.4  1.6074 24 666 20.2 329.46 27.38
-71.0320 42.2057  5.0 67.92080   0.0 18.10 0 0.6930 5.683 100.0  1.4254 24 666 20.2 384.97 22.98
-71.0390 42.2198 11.9 20.71620   0.0 18.10 0 0.6590 4.138 100.0  1.1781 24 666 20.2 370.22 23.34
-71.0427 42.2090 27.9 11.95110   0.0 18.10 0 0.6590 5.608 100.0  1.2852 24 666 20.2 332.09 12.13
-71.0437 42.2050 17.2  7.40389   0.0 18.10 0 0.5970 5.617  97.9  1.4547 24 666 20.2 314.64 26.40
-71.0455 42.2060 27.5 14.43830   0.0 18.10 0 0.5970 6.852 100.0  1.4655 24 666 20.2 179.36 19.78
-71.0462 42.2075 15.0 51.13580   0.0 18.10 0 0.5970 5.757 100.0  1.4130 24 666 20.2   2.60 10.11
-71.0487 42.2048 17.2 14.05070   0.0 18.10 0 0.5970 6.657 100.0  1.5275 24 666 20.2  35.05 21.22
-71.0470 42.2030 17.9 18.81100   0.0 18.10 0 0.5970 4.628 100.0  1.5539 24 666 20.2  28.79 34.37
-71.0451 42.2015 16.3 28.65580   0.0 18.10 0 0.5970 5.155 100.0  1.5894 24 666 20.2 210.97 20.08
-71.0420 42.1985  7.0 45.74610   0.0 18.10 0 0.6930 4.519 100.0  1.6582 24 666 20.2  88.27 36.98
-71.0455 42.1953  7.2 18.08460   0.0 18.10 0 0.6790 6.434 100.0  1.8347 24 666 20.2  27.25 29.05
-71.0477 42.1965  7.5 10.83420   0.0 18.10 0 0.6790 6.782  90.8  1.8195 24 666 20.2  21.57 25.79
-71.0498 42.2007 10.4 25.94060   0.0 18.10 0 0.6790 5.304  89.1  1.6475 24 666 20.2 127.36 26.64
-71.0525 42.1989  8.8 73.53410   0.0 18.10 0 0.6790 5.957 100.0  1.8026 24 666 20.2  16.45 20.62
-71.0586 42.1999  8.4 11.81230   0.0 18.10 0 0.7180 6.824  76.5  1.7940 24 666 20.2  48.45 22.74
-71.0618 42.1990 16.7 11.08740   0.0 18.10 0 0.7180 6.411 100.0  1.8589 24 666 20.2 318.75 15.02
-71.0650 42.2018 14.2  7.02259   0.0 18.10 0 0.7180 6.006  95.3  1.8746 24 666 20.2 319.98 15.70
-71.0665 42.1970 20.8 12.04820   0.0 18.10 0 0.6140 5.648  87.6  1.9512 24 666 20.2 291.55 14.10
-71.0619 42.1948 13.4  7.05042   0.0 18.10 0 0.6140 6.103  85.1  2.0218 24 666 20.2   2.52 23.29
-71.0590 42.1920 11.7  8.79212   0.0 18.10 0 0.5840 5.565  70.6  2.0635 24 666 20.2   3.65 17.16
-71.0577 42.1967  8.3 15.86030   0.0 18.10 0 0.6790 5.896  95.4  1.9096 24 666 20.2   7.68 24.39
-71.0558 42.1937 10.2 12.24720   0.0 18.10 0 0.5840 5.837  59.7  1.9976 24 666 20.2  24.65 15.69
-71.0542 42.1961 10.9 37.66190   0.0 18.10 0 0.6790 6.202  78.7  1.8629 24 666 20.2  18.82 14.52
-71.0521 42.1940 11.0  7.36711   0.0 18.10 0 0.6790 6.193  78.1  1.9356 24 666 20.2  96.73 21.52
-71.0485 42.1920  9.5  9.33889   0.0 18.10 0 0.6790 6.380  95.6  1.9682 24 666 20.2  60.72 24.08
-71.0547 42.1890 14.5  8.49213   0.0 18.10 0 0.5840 6.348  86.1  2.0527 24 666 20.2  83.45 17.64
-71.0505 42.1880 14.1 10.06230   0.0 18.10 0 0.5840 6.833  94.3  2.0882 24 666 20.2  81.33 19.69
-71.0520 42.1854 16.1  6.44405   0.0 18.10 0 0.5840 6.425  74.8  2.2004 24 666 20.2  97.95 12.03
-71.0495 42.1815 14.3  5.58107   0.0 18.10 0 0.7130 6.436  87.9  2.3158 24 666 20.2 100.19 16.22
-71.0475 42.1842 11.7 13.91340   0.0 18.10 0 0.7130 6.208  95.0  2.2222 24 666 20.2 100.63 15.17
